Date,Temperature,Precipitation,ID_Time,Time,
1/5/2024 19:00,5.3,0.1,19,0.791666667,
1/5/2024 20:00,5.2,0.1,20,0.833333333,
1/5/2024 21:00,5.1,0.1,21,0.875,
1/5/2024 22:00,4.8,0,22,0.916666667,
1/5/2024 23:00,3.7,0,23,0.958333333,
1/6/2024 0:00,3,0,0,0,
1/6/2024 1:00,2.3,0.1,1,0.041666667,
1/6/2024 2:00,2.1,0.1,2,0.083333333,
1/6/2024 3:00,1.7,0,3,0.125,
1/6/2024 4:00,1.5,0,4,0.166666667,
1/6/2024 5:00,1.1,0.1,5,0.208333333,
1/6/2024 6:00,0.9,0.1,6,0.25,
1/6/2024 7:00,0.6,0.1,7,0.291666667,
1/6/2024 8:00,0.4,0.1,8,0.333333333,
1/6/2024 9:00,0.3,0,9,0.375,
1/6/2024 10:00,0.3,0,10,0.416666667,
1/6/2024 11:00,0.6,0,11,0.458333333,
1/6/2024 12:00,0.6,0,12,0.5,
1/6/2024 13:00,0.8,0,13,0.541666667,
1/6/2024 14:00,0.5,0,14,0.583333333,
1/6/2024 15:00,0.3,0.1,15,0.625,
1/6/2024 16:00,0.3,0.2,16,0.666666667,
1/6/2024 17:00,0.1,0.1,17,0.708333333,
1/6/2024 18:00,-0.2,0.1,18,0.75,
1/6/2024 19:00,-0.5,0.4,19,0.791666667,
1/6/2024 20:00,-0.4,0.2,20,0.833333333,
1/6/2024 21:00,-0.3,0.1,21,0.875,
1/6/2024 22:00,-0.4,0,22,0.916666667,
1/6/2024 23:00,-0.4,0.1,23,0.958333333,
1/7/2024 0:00,-0.4,0,0,0,
1/7/2024 1:00,-0.6,0,1,0.041666667,
1/7/2024 2:00,-0.6,0,2,0.083333333,
1/7/2024 3:00,-0.7,0,3,0.125,
1/7/2024 4:00,-0.8,0,4,0.166666667,
1/7/2024 5:00,-0.9,0,5,0.208333333,
1/7/2024 6:00,-1.1,0,6,0.25,
1/7/2024 7:00,-1.3,0,7,0.291666667,
1/7/2024 8:00,-1.3,0,8,0.333333333,
1/7/2024 9:00,-1.3,0,9,0.375,
1/7/2024 10:00,-1.6,0,10,0.416666667,
1/7/2024 11:00,-1.1,0,11,0.458333333,
1/7/2024 12:00,-0.8,0,12,0.5,
1/7/2024 13:00,-0.2,0,13,0.541666667,
1/7/2024 14:00,0.4,0,14,0.583333333,
1/7/2024 15:00,0.4,0,15,0.625,
1/7/2024 16:00,-0.2,0,16,0.666666667,
1/7/2024 17:00,-0.5,0,17,0.708333333,
1/7/2024 18:00,-0.9,0,18,0.75,
1/7/2024 19:00,-1.4,0,19,0.791666667,
1/7/2024 20:00,-1.9,0,20,0.833333333,
1/7/2024 21:00,-2.3,0,21,0.875,
1/7/2024 22:00,-2.3,0,22,0.916666667,
1/7/2024 23:00,-2.8,0,23,0.958333333,
1/8/2024 0:00,-2.5,0,0,0,
1/8/2024 1:00,-2.7,0,1,0.041666667,
1/8/2024 2:00,-2.9,0,2,0.083333333,
1/8/2024 3:00,-2.9,0,3,0.125,
1/8/2024 4:00,-2.7,0,4,0.166666667,
1/8/2024 5:00,-2.2,0,5,0.208333333,
1/8/2024 6:00,-2.5,0,6,0.25,
1/8/2024 7:00,-2.7,0,7,0.291666667,
1/8/2024 8:00,-2.2,0,8,0.333333333,
1/8/2024 9:00,-2.2,0,9,0.375,
1/8/2024 10:00,-2.2,0,10,0.416666667,
1/8/2024 11:00,-1.5,0,11,0.458333333,
1/8/2024 12:00,-1.1,0,12,0.5,
1/8/2024 13:00,-0.8,0,13,0.541666667,
1/8/2024 14:00,-0.6,0,14,0.583333333,
1/8/2024 15:00,-0.3,0,15,0.625,
1/8/2024 16:00,-0.7,0,16,0.666666667,
1/8/2024 17:00,-1,0,17,0.708333333,
1/8/2024 18:00,-1.5,0,18,0.75,
1/8/2024 19:00,-1.7,0,19,0.791666667,
1/8/2024 20:00,-1.8,0,20,0.833333333,
1/8/2024 21:00,-2,0,21,0.875,
1/8/2024 22:00,-2.4,0,22,0.916666667,
1/8/2024 23:00,-2.5,0,23,0.958333333,
1/9/2024 0:00,-2.7,0,0,0,
1/9/2024 1:00,-3,0,1,0.041666667,
1/9/2024 2:00,-3.3,0,2,0.083333333,
1/9/2024 3:00,-3.7,0,3,0.125,
1/9/2024 4:00,-4.1,0,4,0.166666667,
1/9/2024 5:00,-4.3,0,5,0.208333333,
1/9/2024 6:00,-4.6,0,6,0.25,
1/9/2024 7:00,-4.8,0,7,0.291666667,
1/9/2024 8:00,-5.2,0,8,0.333333333,
1/9/2024 9:00,-5.5,0,9,0.375,
1/9/2024 10:00,-5.8,0,10,0.416666667,
1/9/2024 11:00,-5.5,0,11,0.458333333,
1/9/2024 12:00,-4.8,0,12,0.5,
1/9/2024 13:00,-4,0,13,0.541666667,
1/9/2024 14:00,-2.7,0,14,0.583333333,
1/9/2024 15:00,-2.3,0,15,0.625,
1/9/2024 16:00,-2.3,0,16,0.666666667,
1/9/2024 17:00,-2.2,0,17,0.708333333,
1/9/2024 18:00,-3,0,18,0.75,
1/9/2024 19:00,-3.6,0,19,0.791666667,
1/9/2024 20:00,-3.8,0,20,0.833333333,
1/9/2024 21:00,-4.3,0,21,0.875,
1/9/2024 22:00,-4.6,0,22,0.916666667,
1/9/2024 23:00,-4.7,0,23,0.958333333,
1/10/2024 0:00,-4.7,0,0,0,
1/10/2024 1:00,-4.8,0,1,0.041666667,
1/10/2024 2:00,-5,0,2,0.083333333,
1/10/2024 3:00,-5,0,3,0.125,
1/10/2024 4:00,-5.1,0,4,0.166666667,
1/10/2024 5:00,-5.2,0,5,0.208333333,
1/10/2024 6:00,-5.2,0,6,0.25,
1/10/2024 7:00,-5.2,0,7,0.291666667,
1/10/2024 8:00,-5.3,0,8,0.333333333,
1/10/2024 9:00,-5.4,0,9,0.375,
1/10/2024 10:00,-5.5,0,10,0.416666667,
1/10/2024 11:00,-5.1,0,11,0.458333333,
1/10/2024 12:00,-4.1,0,12,0.5,
1/10/2024 13:00,-3.2,0,13,0.541666667,
1/10/2024 14:00,-1.8,0,14,0.583333333,
1/10/2024 15:00,-1.4,0,15,0.625,
1/10/2024 16:00,-1.5,0,16,0.666666667,
1/10/2024 17:00,-1.6,0,17,0.708333333,
1/10/2024 18:00,-2.7,0,18,0.75,
1/10/2024 19:00,-3.3,0,19,0.791666667,
1/10/2024 20:00,-3.8,0,20,0.833333333,
1/10/2024 21:00,-4.3,0,21,0.875,
1/10/2024 22:00,-4.8,0,22,0.916666667,
1/10/2024 23:00,-5.2,0,23,0.958333333,
1/11/2024 0:00,-5.4,0,0,0,
1/11/2024 1:00,-5.6,0,1,0.041666667,
1/11/2024 2:00,-5.8,0,2,0.083333333,
1/11/2024 3:00,-5.9,0,3,0.125,
1/11/2024 4:00,-6.1,0,4,0.166666667,
1/11/2024 5:00,-6.4,0,5,0.208333333,
1/11/2024 6:00,-6.4,0,6,0.25,
1/11/2024 7:00,-6.5,0,7,0.291666667,
1/11/2024 8:00,-6.4,0,8,0.333333333,
1/11/2024 9:00,-5.7,0,9,0.375,
1/11/2024 10:00,-4.4,0,10,0.416666667,
1/11/2024 11:00,-3,0,11,0.458333333,
1/11/2024 12:00,-1.9,0,12,0.5,
1/11/2024 13:00,-0.7,0,13,0.541666667,
1/11/2024 14:00,0.4,0,14,0.583333333,
1/11/2024 15:00,0.9,0,15,0.625,
1/11/2024 16:00,1,0,16,0.666666667,
1/11/2024 17:00,0.7,0,17,0.708333333,
1/11/2024 18:00,0.6,0,18,0.75,
1/11/2024 19:00,0.6,0,19,0.791666667,
1/11/2024 20:00,0.2,0,20,0.833333333,
1/11/2024 21:00,0.1,0,21,0.875,
1/11/2024 22:00,-0.4,0,22,0.916666667,
1/11/2024 23:00,-0.8,0,23,0.958333333,
1/12/2024 0:00,-0.6,0,0,0,
1/12/2024 1:00,-0.4,0,1,0.041666667,
1/12/2024 2:00,-0.3,0,2,0.083333333,
1/12/2024 3:00,-0.1,0,3,0.125,
1/12/2024 4:00,-0.1,0,4,0.166666667,
1/12/2024 5:00,0.6,0,5,0.208333333,
1/12/2024 6:00,0.5,0,6,0.25,
1/12/2024 7:00,0.6,0,7,0.291666667,
1/12/2024 8:00,0.9,0,8,0.333333333,
1/12/2024 9:00,1,0,9,0.375,
1/12/2024 10:00,1.2,0,10,0.416666667,
1/12/2024 11:00,1.6,0,11,0.458333333,
1/12/2024 12:00,2.3,0,12,0.5,
1/12/2024 13:00,3,0,13,0.541666667,
1/12/2024 14:00,3.7,0,14,0.583333333,
1/12/2024 15:00,4,0,15,0.625,
1/12/2024 16:00,4,0,16,0.666666667,
1/12/2024 17:00,3.5,0,17,0.708333333,
1/12/2024 18:00,3.2,0,18,0.75,
1/12/2024 19:00,2.9,0,19,0.791666667,
1/12/2024 20:00,2.8,0,20,0.833333333,
1/12/2024 21:00,2.7,0,21,0.875,
1/12/2024 22:00,2.5,0,22,0.916666667,
1/12/2024 23:00,2.5,0,23,0.958333333,
1/13/2024 0:00,2.3,0,0,0,
1/13/2024 1:00,2.2,0,1,0.041666667,
1/13/2024 2:00,2.3,0,2,0.083333333,
1/13/2024 3:00,2.5,0,3,0.125,
1/13/2024 4:00,2.4,0,4,0.166666667,
1/13/2024 5:00,2.3,0,5,0.208333333,
1/13/2024 6:00,2.5,0,6,0.25,
1/13/2024 7:00,2.6,0,7,0.291666667,
1/13/2024 8:00,2.7,0,8,0.333333333,
1/13/2024 9:00,2.7,0.1,9,0.375,
1/13/2024 10:00,3,0,10,0.416666667,
1/13/2024 11:00,3.5,0,11,0.458333333,
1/13/2024 12:00,3.5,0,12,0.5,
1/13/2024 13:00,3.6,0,13,0.541666667,
1/13/2024 14:00,3.8,0,14,0.583333333,
1/13/2024 15:00,4.1,0,15,0.625,
1/13/2024 16:00,4.2,0,16,0.666666667,
1/13/2024 17:00,4.2,0,17,0.708333333,
1/13/2024 18:00,4.1,0,18,0.75,
1/13/2024 19:00,4.1,0,19,0.791666667,
1/13/2024 20:00,4,0,20,0.833333333,
1/13/2024 21:00,3.8,0,21,0.875,
1/13/2024 22:00,3.8,0,22,0.916666667,
1/13/2024 23:00,3.6,0,23,0.958333333,
1/14/2024 0:00,3.5,0,0,0,
1/14/2024 1:00,3.7,0.1,1,0.041666667,
1/14/2024 2:00,3.9,0.2,2,0.083333333,
1/14/2024 3:00,3.5,0,3,0.125,
1/14/2024 4:00,3.1,0,4,0.166666667,
1/14/2024 5:00,3.2,0,5,0.208333333,
1/14/2024 6:00,3.5,0.1,6,0.25,
1/14/2024 7:00,3.3,0,7,0.291666667,
1/14/2024 8:00,3.2,0.1,8,0.333333333,
1/14/2024 9:00,2.8,0,9,0.375,
1/14/2024 10:00,2.8,0,10,0.416666667,
1/14/2024 11:00,3.2,0.1,11,0.458333333,
1/14/2024 12:00,3.6,0,12,0.5,
1/14/2024 13:00,4.2,0,13,0.541666667,
1/14/2024 14:00,4.4,0,14,0.583333333,
1/14/2024 15:00,4.6,0,15,0.625,
1/14/2024 16:00,4.2,0,16,0.666666667,
1/14/2024 17:00,2.8,0.3,17,0.708333333,
1/14/2024 18:00,2.5,0,18,0.75,
1/14/2024 19:00,2,0.1,19,0.791666667,
1/14/2024 20:00,1.8,0.2,20,0.833333333,
1/14/2024 21:00,2.7,0.2,21,0.875,
1/14/2024 22:00,2.5,0.3,22,0.916666667,
1/14/2024 23:00,2.3,0.2,23,0.958333333,
1/15/2024 0:00,2.1,0.2,0,0,
1/15/2024 1:00,1.8,0,1,0.041666667,
1/15/2024 2:00,1.3,0,2,0.083333333,
1/15/2024 3:00,0.9,0,3,0.125,
1/15/2024 4:00,1.1,0,4,0.166666667,
1/15/2024 5:00,1.4,0,5,0.208333333,
1/15/2024 6:00,1.7,0,6,0.25,
1/15/2024 7:00,1.6,0,7,0.291666667,
1/15/2024 8:00,1.4,0,8,0.333333333,
1/15/2024 9:00,1.4,0,9,0.375,
1/15/2024 10:00,1.3,0,10,0.416666667,
1/15/2024 11:00,1.4,0,11,0.458333333,
1/15/2024 12:00,2,0,12,0.5,
1/15/2024 13:00,2.4,0.3,13,0.541666667,
1/15/2024 14:00,2.3,0.3,14,0.583333333,
1/15/2024 15:00,2.3,0.3,15,0.625,
1/15/2024 16:00,2.2,0.4,16,0.666666667,
1/15/2024 17:00,1.6,0,17,0.708333333,
1/15/2024 18:00,1.6,0,18,0.75,
1/15/2024 19:00,1.4,0.1,19,0.791666667,
1/15/2024 20:00,0.9,0,20,0.833333333,
1/15/2024 21:00,1,0,21,0.875,
1/15/2024 22:00,0.9,0,22,0.916666667,
1/15/2024 23:00,0.8,0,23,0.958333333,
1/16/2024 0:00,0.6,0,0,0,
1/16/2024 1:00,0.1,0,1,0.041666667,
1/16/2024 2:00,0,0,2,0.083333333,
1/16/2024 3:00,-0.2,0,3,0.125,
1/16/2024 4:00,-0.3,0,4,0.166666667,
1/16/2024 5:00,-1.2,0,5,0.208333333,
1/16/2024 6:00,-1.1,0,6,0.25,
1/16/2024 7:00,-1,0,7,0.291666667,
1/16/2024 8:00,-0.9,0,8,0.333333333,
1/16/2024 9:00,-1.2,0,9,0.375,
1/16/2024 10:00,-1.1,0,10,0.416666667,
1/16/2024 11:00,-0.5,0,11,0.458333333,
1/16/2024 12:00,-0.1,0,12,0.5,
1/16/2024 13:00,0.4,0,13,0.541666667,
1/16/2024 14:00,0.6,0.1,14,0.583333333,
1/16/2024 15:00,1,0,15,0.625,
1/16/2024 16:00,0.9,0,16,0.666666667,
1/16/2024 17:00,0.8,0,17,0.708333333,
1/16/2024 18:00,0.3,0,18,0.75,
1/16/2024 19:00,0,0,19,0.791666667,
1/16/2024 20:00,-0.4,0,20,0.833333333,
1/16/2024 21:00,-0.6,0,21,0.875,
1/16/2024 22:00,-0.8,0,22,0.916666667,
1/16/2024 23:00,-0.7,0,23,0.958333333,
1/17/2024 0:00,-0.9,0,0,0,
1/17/2024 1:00,-1.1,0,1,0.041666667,
1/17/2024 2:00,-1.1,0,2,0.083333333,
1/17/2024 3:00,-1.4,0,3,0.125,
1/17/2024 4:00,-1.6,0,4,0.166666667,
1/17/2024 5:00,-1.6,0,5,0.208333333,
1/17/2024 6:00,-1.9,0,6,0.25,
1/17/2024 7:00,-2,0,7,0.291666667,
1/17/2024 8:00,-2,0,8,0.333333333,
1/17/2024 9:00,-2.2,0,9,0.375,
1/17/2024 10:00,-2.5,0,10,0.416666667,
1/17/2024 11:00,-2.4,0,11,0.458333333,
1/17/2024 12:00,-1.9,0,12,0.5,
1/17/2024 13:00,-1.2,0,13,0.541666667,
1/17/2024 14:00,-0.9,0,14,0.583333333,
1/17/2024 15:00,-0.6,0,15,0.625,
1/17/2024 16:00,-0.5,0,16,0.666666667,
1/17/2024 17:00,-0.7,0,17,0.708333333,
1/17/2024 18:00,-0.8,0,18,0.75,
1/17/2024 19:00,-0.9,0,19,0.791666667,
1/17/2024 20:00,-1.2,0,20,0.833333333,
1/17/2024 21:00,-1.5,0,21,0.875,
1/17/2024 22:00,-1.6,0,22,0.916666667,
1/17/2024 23:00,-1.8,0,23,0.958333333,
1/18/2024 0:00,-2,0,0,0,
1/18/2024 1:00,-1.6,0,1,0.041666667,
1/18/2024 2:00,-2.2,0,2,0.083333333,
1/18/2024 3:00,-2.2,0,3,0.125,
1/18/2024 4:00,-2.5,0,4,0.166666667,
1/18/2024 5:00,-3.4,0,5,0.208333333,
1/18/2024 6:00,-3.5,0,6,0.25,
1/18/2024 7:00,-3.6,0,7,0.291666667,
1/18/2024 8:00,-4.2,0,8,0.333333333,
1/18/2024 9:00,-3.9,0,9,0.375,
1/18/2024 10:00,-4.1,0,10,0.416666667,
1/18/2024 11:00,-3.3,0,11,0.458333333,
1/18/2024 12:00,-1.6,0,12,0.5,
1/18/2024 13:00,0,0,13,0.541666667,
1/18/2024 14:00,1.2,0.1,14,0.583333333,
1/18/2024 15:00,2.1,0,15,0.625,
1/18/2024 16:00,2.2,0,16,0.666666667,
1/18/2024 17:00,1.2,0,17,0.708333333,
1/18/2024 18:00,0.3,0,18,0.75,
1/18/2024 19:00,-0.1,0,19,0.791666667,
1/18/2024 20:00,-1.5,0,20,0.833333333,
1/18/2024 21:00,-1.8,0,21,0.875,
1/18/2024 22:00,-1.8,0,22,0.916666667,
1/18/2024 23:00,-1.7,0,23,0.958333333,
1/19/2024 0:00,-1.5,0,0,0,
1/19/2024 1:00,-0.9,0.2,1,0.041666667,
1/19/2024 2:00,-1,0.2,2,0.083333333,
1/19/2024 3:00,-1.2,0,3,0.125,
1/19/2024 4:00,-1.6,0.1,4,0.166666667,
1/19/2024 5:00,-1.5,0.1,5,0.208333333,
1/19/2024 6:00,-1.4,0,6,0.25,
1/19/2024 7:00,-1.5,0,7,0.291666667,
1/19/2024 8:00,-1.8,0,8,0.333333333,
1/19/2024 9:00,-1.9,0,9,0.375,
1/19/2024 10:00,-1.8,0.2,10,0.416666667,
1/19/2024 11:00,-1.3,0,11,0.458333333,
1/19/2024 12:00,-0.2,0,12,0.5,
1/19/2024 13:00,1,0,13,0.541666667,
1/19/2024 14:00,2.2,0,14,0.583333333,
1/19/2024 15:00,2.6,0,15,0.625,
1/19/2024 16:00,2.5,0,16,0.666666667,
1/19/2024 17:00,2.7,0,17,0.708333333,
1/19/2024 18:00,1.7,0,18,0.75,
1/19/2024 19:00,1.2,0,19,0.791666667,
1/19/2024 20:00,1.1,0,20,0.833333333,
1/19/2024 21:00,0.9,0,21,0.875,
1/19/2024 22:00,0.7,0,22,0.916666667,
1/19/2024 23:00,0.6,0,23,0.958333333,
1/20/2024 0:00,0.5,0,0,0,
1/20/2024 1:00,0.4,0,1,0.041666667,
1/20/2024 2:00,0.3,0,2,0.083333333,
1/20/2024 3:00,0.2,0,3,0.125,
1/20/2024 4:00,0.1,0,4,0.166666667,
1/20/2024 5:00,-0.2,0,5,0.208333333,
1/20/2024 6:00,-0.3,0,6,0.25,
1/20/2024 7:00,-0.6,0,7,0.291666667,
1/20/2024 8:00,-1,0,8,0.333333333,
1/20/2024 9:00,-1.3,0,9,0.375,
1/20/2024 10:00,-1.2,0,10,0.416666667,
1/20/2024 11:00,-0.8,0,11,0.458333333,
1/20/2024 12:00,-0.3,0,12,0.5,
1/20/2024 13:00,0.5,0,13,0.541666667,
1/20/2024 14:00,1.4,0,14,0.583333333,
1/20/2024 15:00,1.7,0,15,0.625,
1/20/2024 16:00,1.9,0,16,0.666666667,
1/20/2024 17:00,1.1,0,17,0.708333333,
1/20/2024 18:00,0.2,0,18,0.75,
1/20/2024 19:00,-0.1,0,19,0.791666667,
1/20/2024 20:00,-0.2,0,20,0.833333333,
1/20/2024 21:00,-0.3,0,21,0.875,
1/20/2024 22:00,-0.2,0,22,0.916666667,
1/20/2024 23:00,-0.2,0,23,0.958333333,
1/21/2024 0:00,-0.2,0,0,0,
1/21/2024 1:00,-0.2,0,1,0.041666667,
1/21/2024 2:00,0.2,0,2,0.083333333,
1/21/2024 3:00,0.3,0,3,0.125,
1/21/2024 4:00,0.6,0,4,0.166666667,
1/21/2024 5:00,1,0,5,0.208333333,
1/21/2024 6:00,1,0,6,0.25,
1/21/2024 7:00,1,0,7,0.291666667,
1/21/2024 8:00,2,0,8,0.333333333,
1/21/2024 9:00,1.9,0,9,0.375,
1/21/2024 10:00,1.5,0,10,0.416666667,
1/21/2024 11:00,1.6,0,11,0.458333333,
1/21/2024 12:00,1.8,0.1,12,0.5,
1/21/2024 13:00,2.4,0,13,0.541666667,
1/21/2024 14:00,3.1,0.2,14,0.583333333,
1/21/2024 15:00,3.5,0,15,0.625,
1/21/2024 16:00,3.8,0,16,0.666666667,
1/21/2024 17:00,4,0,17,0.708333333,
1/21/2024 18:00,4.1,0,18,0.75,
1/21/2024 19:00,4.1,0,19,0.791666667,
1/21/2024 20:00,4.2,0,20,0.833333333,
1/21/2024 21:00,4.4,0,21,0.875,
1/21/2024 22:00,4.6,0,22,0.916666667,
1/21/2024 23:00,4.9,0,23,0.958333333,
1/22/2024 0:00,5.2,0,0,0,
1/22/2024 1:00,5.8,0.8,1,0.041666667,
1/22/2024 2:00,6.6,0.6,2,0.083333333,
1/22/2024 3:00,7.2,0.4,3,0.125,
1/22/2024 4:00,7.8,0.2,4,0.166666667,
1/22/2024 5:00,8.4,1.2,5,0.208333333,
1/22/2024 6:00,8.6,1.4,6,0.25,
1/22/2024 7:00,9.2,0.3,7,0.291666667,
1/22/2024 8:00,9.8,0.1,8,0.333333333,
1/22/2024 9:00,10.6,0.5,9,0.375,
1/22/2024 10:00,10.5,2.3,10,0.416666667,
1/22/2024 11:00,10.6,2.4,11,0.458333333,
1/22/2024 12:00,10.1,1.8,12,0.5,
1/22/2024 13:00,9.7,0.8,13,0.541666667,
1/22/2024 14:00,10.1,0,14,0.583333333,
1/22/2024 15:00,9.6,0,15,0.625,
1/22/2024 16:00,9,0,16,0.666666667,
1/22/2024 17:00,8.9,0,17,0.708333333,
1/22/2024 18:00,8.2,0,18,0.75,
1/22/2024 19:00,7.8,0,19,0.791666667,
1/22/2024 20:00,8,0,20,0.833333333,
1/22/2024 21:00,7.3,0.1,21,0.875,
1/22/2024 22:00,7.1,0.1,22,0.916666667,
1/22/2024 23:00,7,0.1,23,0.958333333,
1/23/2024 0:00,6.8,0.1,0,0,
1/23/2024 1:00,6.7,0.1,1,0.041666667,
1/23/2024 2:00,6.7,0.3,2,0.083333333,
1/23/2024 3:00,6.7,0,3,0.125,
1/23/2024 4:00,6.4,0,4,0.166666667,
1/23/2024 5:00,6.2,0,5,0.208333333,
1/23/2024 6:00,6.1,0,6,0.25,
1/23/2024 7:00,5.9,0,7,0.291666667,
1/23/2024 8:00,6.4,0,8,0.333333333,
1/23/2024 9:00,6.2,0,9,0.375,
